epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,9,,0.9694513082504272,,
0,19,,0.9745609760284424,,
0,29,,0.963244616985321,,
0,39,,0.9663819670677185,,
0,49,,0.9620393514633179,,
0,59,,0.9555663466453552,,
0,69,,0.9575036764144897,,
0,79,,0.9437572956085205,,
0,89,,0.9560781717300415,,
0,99,,0.9432399868965149,,
0,109,,0.9212339520454407,,
0,119,,0.9516605734825134,,
0,129,,0.9539772272109985,,
0,139,,0.9205579161643982,,
0,149,,0.9201579093933105,,
0,159,,0.94642573595047,,
0,169,,0.9455872178077698,,
0,179,,0.9484817385673523,,
0,189,,0.8927431702613831,,
0,199,,0.9429312348365784,,
0,209,,0.8787235617637634,,
0,219,,0.8732729554176331,,
0,229,,0.8759095072746277,,
0,239,,0.9446743726730347,,
0,249,,0.9391787648200989,,
0,259,,0.8644502758979797,,
0,269,,0.8754676580429077,,
0,279,,0.8685386180877686,,
0,289,,0.8758077621459961,,
0,299,,0.8631362915039062,,
0,309,,0.859634518623352,,
0,319,,0.859143078327179,,
0,329,,0.8505212664604187,,
0,339,,0.9159106016159058,,
0,349,,0.8913296461105347,,
0,359,,0.9138029217720032,,
0,369,,0.9051945805549622,,
,0,,,,0.9233734011650085
,1,,,,0.8685554265975952
,2,,,,0.9242902398109436
,3,,,,0.9182107448577881
,4,,,,0.8573462963104248
,5,,,,0.8719627857208252
,6,,,,0.9321549534797668
,7,,,,0.9242368340492249
,8,,,,0.859912097454071
,9,,,,0.869019091129303
,10,,,,0.8828900456428528
,11,,,,0.8660864233970642
,12,,,,0.9133644700050354
,13,,,,0.9115914106369019
,14,,,,0.8731595873832703
,15,,,,0.8636379837989807
,16,,,,0.9020878672599792
,17,,,,0.8452101945877075
,18,,,,0.9024825692176819
,19,,,,0.8335152268409729
,20,,,,0.8428485989570618
,21,,,,0.9013682007789612
,22,,,,0.9075400233268738
,23,,,,0.8389744162559509
,24,,,,0.8548600673675537
,25,,,,0.9147721529006958
,26,,,,0.840394914150238
,27,,,,0.8408704996109009
,28,,,,0.8541505336761475
,29,,,,0.8743945360183716
,30,,,,0.922376811504364
,31,,,,0.9159142971038818
,32,,,,0.9338092803955078
,33,,,,0.8760356307029724
,34,,,,0.9121719002723694
,35,,,,0.9304695725440979
,36,,,,0.9186455607414246
,37,,,,0.8750481009483337
,38,,,,0.8727746605873108
,39,,,,0.8657734394073486
,40,,,,0.8517836928367615
,41,,,,0.9166349768638611
,42,,,,0.926089346408844
,43,,,,0.9217590689659119
,44,,,,0.9090548157691956
,45,,,,0.8402600884437561
,46,,,,0.9071786403656006
,47,,,,0.8949667811393738
,48,,,,0.8840384483337402
,49,,,,0.9043869972229004
,50,,,,0.8261585831642151
,51,,,,0.8387237191200256
,52,,,,0.8859511017799377
,53,,,,0.845375657081604
,54,,,,0.8460238575935364
,55,,,,0.8400110006332397
,56,,,,0.9066126346588135
,57,,,,0.8457556962966919
,58,,,,0.912937581539154
,59,,,,0.8903620839118958
,60,,,,0.9188377261161804
,61,,,,0.8475174903869629
,62,,,,0.8955352306365967
,63,,,,0.9064185619354248
,64,,,,0.9285332560539246
,65,,,,0.9950082898139954
,66,,,,0.9090055823326111
,67,,,,0.8285241723060608
,68,,,,0.8240290880203247
,69,,,,0.9105362296104431
,70,,,,0.8538163304328918
,71,,,,0.8338477611541748
,72,,,,0.8490628600120544
,73,,,,0.9215380549430847
,74,,,,0.8472641110420227
,75,,,,0.8519741296768188
,76,,,,0.8339315056800842
,77,,,,0.8176263570785522
,78,,,,0.894737720489502
,79,,,,0.8926931023597717
,80,,,,0.8840417265892029
,81,,,,0.822533369064331
,82,,,,0.9017255902290344
,83,,,,0.8180443644523621
,84,,,,0.8473973274230957
,85,,,,0.8515399694442749
,86,,,,0.872363269329071
,87,,,,0.9002146124839783
,88,,,,0.891113817691803
,89,,,,0.9112372398376465
,90,,,,0.9124068021774292
,91,,,,0.8350375890731812
,92,,,,0.9104719758033752
,93,,,,0.8363938331604004
,94,,,,0.9034721851348877
0,375,,,0.8807400465011597,
0,375,0.9237942695617676,,,
1,379,,0.9074164032936096,,
1,389,,0.9043914675712585,,
1,399,,0.8987893462181091,,
1,409,,0.8974608778953552,,
1,419,,0.9000522494316101,,
1,429,,0.8496714234352112,,
1,439,,0.8395510315895081,,
1,449,,0.8523204326629639,,
1,459,,0.8565950393676758,,
1,469,,0.884650468826294,,
1,479,,0.8409889340400696,,
1,489,,0.8994123339653015,,
1,499,,0.9056251645088196,,
1,509,,0.8900313973426819,,
1,519,,0.8316038846969604,,
1,529,,0.8677840232849121,,
1,539,,0.8944993615150452,,
1,549,,0.8446834087371826,,
1,559,,0.8538970351219177,,
1,569,,0.8393993973731995,,
1,579,,0.8812733888626099,,
1,589,,0.8168547749519348,,
1,599,,0.8403067588806152,,
1,609,,0.8630095720291138,,
1,619,,0.8265394568443298,,
1,629,,0.8405444025993347,,
1,639,,0.8716121912002563,,
1,649,,0.8661885857582092,,
1,659,,0.8790550827980042,,
1,669,,0.808250904083252,,
1,679,,0.8116662502288818,,
1,689,,0.8075933456420898,,
1,699,,0.8603537678718567,,
1,709,,0.8529150485992432,,
1,719,,0.8781297206878662,,
1,729,,0.8669214248657227,,
1,739,,0.8327344655990601,,
1,749,,0.7990295886993408,,
,95,,,,0.8632547855377197
,96,,,,0.8230164051055908
,97,,,,0.8705702424049377
,98,,,,0.8570886254310608
,99,,,,0.8033076524734497
,100,,,,0.8273159265518188
,101,,,,0.8780090808868408
,102,,,,0.8768970966339111
,103,,,,0.8025821447372437
,104,,,,0.8230872750282288
,105,,,,0.8334468603134155
,106,,,,0.808078408241272
,107,,,,0.8350522518157959
,108,,,,0.8403850197792053
,109,,,,0.8209800124168396
,110,,,,0.8099856972694397
,111,,,,0.8273048996925354
,112,,,,0.7868602871894836
,113,,,,0.8297693729400635
,114,,,,0.7901002764701843
,115,,,,0.8058095574378967
,116,,,,0.8414367437362671
,117,,,,0.8594345450401306
,118,,,,0.7937193512916565
,119,,,,0.8100347518920898
,120,,,,0.8625004291534424
,121,,,,0.7896173596382141
,122,,,,0.793985903263092
,123,,,,0.8065332174301147
,124,,,,0.8184897303581238
,125,,,,0.8646860122680664
,126,,,,0.8510557413101196
,127,,,,0.8826793432235718
,128,,,,0.8253082633018494
,129,,,,0.8491013050079346
,130,,,,0.875647246837616
,131,,,,0.8508926033973694
,132,,,,0.8141127228736877
,133,,,,0.8151519894599915
