epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,9,,0.9719655513763428,,
0,19,,0.964218258857727,,
0,29,,0.9591564536094666,,
0,39,,0.9657773375511169,,
0,49,,0.9589069485664368,,
0,59,,0.954162061214447,,
0,69,,0.9545322060585022,,
0,79,,0.9561163187026978,,
0,89,,0.9554859399795532,,
0,99,,0.9550536870956421,,
0,109,,0.9203800559043884,,
0,119,,0.9553805589675903,,
0,129,,0.9138458967208862,,
0,139,,0.919948160648346,,
0,149,,0.9522587656974792,,
0,159,,0.9046705365180969,,
0,169,,0.8815447688102722,,
0,179,,0.8806553483009338,,
0,189,,0.8814249038696289,,
0,199,,0.9428296089172363,,
0,209,,0.9395450949668884,,
0,219,,0.946492612361908,,
0,229,,0.8758113980293274,,
0,239,,0.9404736161231995,,
0,249,,0.9457223415374756,,
0,259,,0.9469698071479797,,
0,269,,0.8654274940490723,,
0,279,,0.9384399056434631,,
0,289,,0.9264068007469177,,
0,299,,0.9259817004203796,,
0,309,,0.9236845374107361,,
0,319,,0.9161249399185181,,
0,329,,0.8659535646438599,,
0,339,,0.8561437129974365,,
0,349,,0.8436447381973267,,
0,359,,0.8528609871864319,,
0,369,,0.8611475825309753,,
,0,,,,0.9224929213523865
,1,,,,0.8692411780357361
,2,,,,0.9188109636306763
,3,,,,0.9133582711219788
,4,,,,0.8584985136985779
,5,,,,0.8749719858169556
,6,,,,0.9283849596977234
,7,,,,0.9228587746620178
,8,,,,0.8615874648094177
,9,,,,0.8697763085365295
,10,,,,0.8847436308860779
,11,,,,0.8690598607063293
,12,,,,0.9124730825424194
,13,,,,0.9108360409736633
,14,,,,0.8768472075462341
,15,,,,0.8665655851364136
,16,,,,0.9023767113685608
,17,,,,0.8526409268379211
,18,,,,0.9050742983818054
,19,,,,0.8363196849822998
,20,,,,0.8418707251548767
,21,,,,0.8964126706123352
,22,,,,0.9034512042999268
,23,,,,0.8461162447929382
,24,,,,0.8558789491653442
,25,,,,0.9098056554794312
,26,,,,0.8466159105300903
,27,,,,0.8422234058380127
,28,,,,0.8598426580429077
,29,,,,0.8783534169197083
,30,,,,0.9182582497596741
,31,,,,0.9132605195045471
,32,,,,0.9310291409492493
,33,,,,0.8781887888908386
,34,,,,0.9116796255111694
,35,,,,0.926399827003479
,36,,,,0.9144405722618103
,37,,,,0.8796488046646118
,38,,,,0.8717494606971741
,39,,,,0.8624511361122131
,40,,,,0.8543935418128967
,41,,,,0.9111799001693726
,42,,,,0.922563374042511
,43,,,,0.9129194617271423
,44,,,,0.9049448370933533
,45,,,,0.838402509689331
,46,,,,0.8987055420875549
,47,,,,0.8836952447891235
,48,,,,0.8734877109527588
,49,,,,0.8903964161872864
,50,,,,0.8341414928436279
,51,,,,0.8395074605941772
,52,,,,0.8720282912254333
,53,,,,0.8349810838699341
,54,,,,0.8329418897628784
,55,,,,0.8384411334991455
,56,,,,0.9061452150344849
,57,,,,0.8382807374000549
,58,,,,0.905493974685669
,59,,,,0.8785656690597534
,60,,,,0.9070695042610168
,61,,,,0.8417041301727295
,62,,,,0.8855224251747131
,63,,,,0.8932256698608398
,64,,,,0.9150876998901367
,65,,,,0.9478012323379517
,66,,,,0.9015387892723083
,67,,,,0.8343191146850586
,68,,,,0.8289706707000732
,69,,,,0.907514750957489
,70,,,,0.8556383848190308
,71,,,,0.8385955095291138
,72,,,,0.84759920835495
,73,,,,0.9050443768501282
,74,,,,0.8396027088165283
,75,,,,0.847620964050293
,76,,,,0.8372080326080322
,77,,,,0.8138121366500854
,78,,,,0.8866141438484192
,79,,,,0.8883776068687439
,80,,,,0.8812375664710999
,81,,,,0.8274819850921631
,82,,,,0.90163654088974
,83,,,,0.8126415014266968
,84,,,,0.8363068699836731
,85,,,,0.842469334602356
,86,,,,0.8553549647331238
,87,,,,0.894960343837738
,88,,,,0.8767111897468567
,89,,,,0.8944241404533386
,90,,,,0.903182864189148
,91,,,,0.8315922617912292
,92,,,,0.9091677069664001
,93,,,,0.8383472561836243
,94,,,,0.9031075239181519
0,375,,,0.8771176338195801,
0,375,0.926958441734314,,,
1,379,,0.9187905788421631,,
1,389,,0.8435982465744019,,
1,399,,0.8417595624923706,,
1,409,,0.8552631139755249,,
1,419,,0.8624676465988159,,
1,429,,0.8525638580322266,,
1,439,,0.8670963644981384,,
1,449,,0.8555182814598083,,
1,459,,0.9067298173904419,,
1,469,,0.8551161289215088,,
1,479,,0.8503446578979492,,
1,489,,0.8696581721305847,,
1,499,,0.8608543872833252,,
1,509,,0.8284575343132019,,
1,519,,0.8635097742080688,,
1,529,,0.8674622774124146,,
1,539,,0.8621380925178528,,
1,549,,0.8749933242797852,,
1,559,,0.8610544800758362,,
1,569,,0.8264813423156738,,
1,579,,0.8288224935531616,,
1,589,,0.8293029069900513,,
1,599,,0.813952624797821,,
1,609,,0.8043130040168762,,
1,619,,0.8598495125770569,,
1,629,,0.8454923629760742,,
1,639,,0.8228421211242676,,
1,649,,0.8244343996047974,,
1,659,,0.8403429985046387,,
1,669,,0.8079341650009155,,
1,679,,0.8140404224395752,,
1,689,,0.8270879983901978,,
1,699,,0.7954222559928894,,
1,709,,0.809891402721405,,
1,719,,0.8361363410949707,,
1,729,,0.866916298866272,,
1,739,,0.7969235181808472,,
1,749,,0.8508636951446533,,
,95,,,,0.8373713493347168
,96,,,,0.8117326498031616
,97,,,,0.834678590297699
,98,,,,0.8193668127059937
,99,,,,0.7939878702163696
,100,,,,0.8221773505210876
,101,,,,0.8440684676170349
,102,,,,0.8512372970581055
,103,,,,0.7930648922920227
,104,,,,0.8114244341850281
,105,,,,0.8240138292312622
,106,,,,0.79167240858078
,107,,,,0.8007818460464478
,108,,,,0.807915985584259
,109,,,,0.8126919269561768
,110,,,,0.7999169230461121
,111,,,,0.795436441898346
,112,,,,0.7813688516616821
